,Registered_file,Template_file,Transformation_matrix
0,reg_day11A5.png,reg_day06A5.png,"[[ 0.99692049 -0.01890652  7.5067904 ]
 [ 0.02781392  0.98797937  1.67466722]
 [ 0.          0.          1.        ]]"
