,Registered_file,Template_file,Transformation_matrix
0,reg_day16A5.png,reg_day06A5.png,"[[ 0.99504541 -0.05724594 11.67510745]
 [ 0.08210066  0.96620417 -4.13153308]
 [ 0.          0.          1.        ]]"
