,Registered_file,Template_file,Transformation_matrix
0,reg_day09A5.png,reg_day06A5.png,"[[ 9.99449269e-01  1.35163698e-03  6.94137437e+00]
 [-7.25570897e-05  9.87496657e-01  1.41296418e+01]
 [ 0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
