,Registered_file,Template_file,Transformation_matrix
0,reg_day08A5.png,reg_day06A5.png,"[[ 1.00007992 -0.00895253  3.97269976]
 [ 0.01331683  0.99034416  1.5919329 ]
 [ 0.          0.          1.        ]]"
