,Registered_file,Template_file,Transformation_matrix
0,reg_day10A5.png,reg_day06A5.png,"[[  1.00030768   0.04257863 -19.6029301 ]
 [ -0.03467372   0.98382552  14.23153217]
 [  0.           0.           1.        ]]"
