,Registered_file,Template_file,Transformation_matrix
0,reg_day12A5.png,reg_day06A5.png,"[[ 0.99793011 -0.01450123  9.64614923]
 [ 0.01842762  0.9860977   1.52718896]
 [ 0.          0.          1.        ]]"
