,Registered_file,Template_file,Transformation_matrix
0,reg_day17A5.png,reg_day06A5.png,"[[ 9.98815063e-01  2.85076307e-02 -3.17576042e+00]
 [-4.99252342e-03  9.64532682e-01  2.54231035e+01]
 [ 0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
